1673213400000,-0.17380840808170941
1673211600000,-0.17443537995535957
1673209800000,-0.17173857930280934
1673208000000,-0.1647601174271112
1673206200000,-0.16429866150081404
1673204400000,-0.16832561893689213
1673202600000,-0.1766820992451776
1673200800000,-0.1866496605499142
1673199000000,-0.18461554797450333
1673197200000,-0.18317870386575086
1673195400000,-0.18436147587255697
1673193600000,-0.18186176384255742
1673191800000,-0.17944085269639046
1673190000000,-0.1801463114859011
1673188200000,-0.18120171911890676
1673186400000,-0.1844889129054105
1673184600000,-0.18479804177057305
1673182800000,-0.18419463357243232
1673181000000,-0.1835573653580625
1673179200000,-0.1846701064704104
1673177400000,-0.1837572880342234
1673175600000,-0.17965430644909233
1673173800000,-0.1807021447208167
1673172000000,-0.17594505453789158
1673170200000,-0.15334113401562496
1673168400000,-0.1409296559159687
1673166600000,-0.13844287781617573
1673164800000,-0.14090518755001394
1673163000000,-0.14015187845368346
1673161200000,-0.24173224704844826
1673159400000,-0.2389254488203126
1673157600000,-0.24030594807681518
1673155800000,-0.2454260637857482
1673154000000,-0.25063041217851467
1673152200000,-0.25179586885049676
1673150400000,-0.2523232857791381
1673148600000,-0.2529389196392755
1673146800000,-0.25324444740835306
1673145000000,-0.2516275578572187
1673143200000,-0.2508513669959022
1673141400000,-0.24954743326166584
1673139600000,-0.24870453770106746
1673137800000,-0.2497413933736438
1673136000000,-0.25251326535891294
1673134200000,-0.25165264280416594
1673132400000,-0.2524451775904876
1673130600000,-0.2523122207801827
1673128800000,-0.24947089322895494
1673127000000,-0.24903762467609475
1673125200000,-0.2486434553795795
1673123400000,-0.24930760904593707
1673121600000,-0.2506462667385311
1673119800000,-0.25045647980279623
1673118000000,-0.2516506713419467
1673116200000,-0.2533364386730907
1673114400000,-0.25331116484009064
1673112600000,-0.25349983352455596
1673110800000,-0.25539073020153863
1673109000000,-0.25619145919693587
1673107200000,-0.2557761932749103
1673105400000,-0.2545681799795169
1673103600000,-0.2543340620924445
1673101800000,-0.25288372165781925
1673100000000,-0.2535639624167355
1673098200000,-0.25342377679290273
1673096400000,-0.25331149360919464
1673094600000,-0.2533777773086892
1673092800000,-0.2535078883856222
1673091000000,-0.25437291484160507
1673089200000,-0.25449441976193327
1673087400000,-0.2551800700198505
1673085600000,-0.256261844147114
1673083800000,-0.25445261729933033
1673082000000,-0.2527152746839751
1673080200000,-0.2522405625360461
1673078400000,-0.25442585232648274
1673076600000,-0.2602705363281174
1673074800000,-0.2619963558591026
1673073000000,-0.2590775946658962
1673071200000,-0.25921762949639104
1673069400000,-0.2607175575601763
1673067600000,-0.2618164632463566
1673065800000,-0.2627034113421072
1673064000000,-0.2626249231670844
1673062200000,-0.2624569217266401
1673060400000,-0.2657228454767432
1673058600000,-0.2664618392750023
1673056800000,-0.2646339037662003
1673055000000,-0.2617616516568435
1673053200000,-0.2621995793535673
1673051400000,-0.2618453420696763
1673049600000,-0.2580598264840917
1673047800000,-0.2574876050907072
1673046000000,-0.256763818575275
1673044200000,-0.2587498594959566
1673042400000,-0.2608591638227487
1673040600000,-0.261242501818936
